"guid","descr"
"3BD7BA1E9E835B4BA0A575A58E15F09F","Interieur van de Edelsmederij Brom (Drift 15) te Utrecht: werkplaats van de vormers met gieterij en smelterij. Opmerking: De afbeelding bevindt zich in Bibl.HUA, LXIV F 49, F.W., De kunstwerkplaatsen van Brom te Utrecht, blz. 7 (overdruk van het Geïllustreerd Zondagsblad, 1910)."
"3D859DD38A10518D99C70C7DCCC31B9B","Gezicht op het Beatrixgebouw van de Jaarbeurs (Croeselaan) te Utrecht, met op de voorgrond het kunstwerk op het Veemarktplein."
"40A20CF21C2257CCA6905818B77C544E","Afbeelding van het kunstwerk Kameel voor de Charles de Foucauldschool (Humberdreef 2) te Utrecht."
"41319BE792A05ED39DC01977CD4C4269","Afbeelding van het beeld De Keizer met de Nachtegaal, op het plein van de Johannesschool (Pagodedreef 4) te Utrecht. Opmerking: Naam kunstenaar: T. v.d. Vathorst (""Theo"")<ZR><ZR>In 1986 is het kunstwerk verplaatst naar de Sjanghaidreef."
"42A55246DFC653B789473D88FC034D38","Gezicht op een deel van het Bestuursgebouw van de Rijksuniversiteit Utrecht (Heidelberglaan 8) te Utrecht; op de voorgrond een deel van het kunstwerk Zeven Sculptures van Peter van de Locht."
"432A9C50E5DD599589E1BD0AEB713524","Afbeelding van een gedeelte van het kunstwerk 'Aura Utrecht' op de trappen aan het Jaarbeursplein te Utrecht. Het kunstwerk is ontworpen door PolyLester (Gabriel Lester en Martine Vledder) en is in 2016 geplaatst."
"4404744DF0125D92BE0FE8DD64A7049E","Gezicht op het kunstwerk naast het studentencomplex aan de Cambridgelaan te Utrecht."
"446F8B5F93C954EA9D15698EE74962CE","Gezicht op het gebouw 'Smakkelaarsburgt' aan het Smakkelaarsveld te Utrecht, met op de voorgrond een betonnen plateau waar een tijdelijke fietsenstalling geplaatst zal worden en rechts een onderdeel van het keramieken kunstwerk 'Zeelandschap' van David van de Kop dat in 2000 geplaatst is."
"44BE92076B145A3B818EC623664258EE","Afbeelding van een graffitikunstwerk op het rolluik voor de werkplaats in het pand Marnixlaan 110 te Utrecht."
"44D01669FDF452979043286FB50AE042","Afbeelding van de genodigden tijdens de bijeenkomst voor de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"458B39C353BA5CAFA5506F844120869A","Gezicht op het kunstwerk ""Jacht"" van de kunstenaar J. Sierhuis op de zijgevel van het pand Voorstraat 80 te Utrecht, vanuit het westen. Op de voorgrond de Wijde Begijnestraat. Opmerking: Plaatsing: 10 december 1979 in het kader van het project ""Townpainting"".<ZR>Materiaal: beschilderde platen hechthout<ZR>Afmeting: 3 x 6 meter"
"47A1900120575051A4030BEE02462736","Afbeelding van wachtenden op het Veemarktplein te Utrecht (bij het kunstwerk ""No. 45"" bij de ingang van de Jaarbeurs) in verband met het bezoek van paus Johannes Paulus II aan Utrecht."
"4B37F19B2BF85A599E935A57B70B0B27","Portret van edelsmid Jan Hendrik Brom (1860-1915), een reliëf drijvende in het atelier van Edelsmederij Brom (Drift 15) te Utrecht. Opmerking: De afbeelding bevindt zich in Bibl.HUA, LXIV F 49, F.W., De kunstwerkplaatsen van Brom te Utrecht, blz. 6 (overdruk van het Geïllustreerd Zondagsblad, 1910)."
"4C676433C0EF5560B9C024E8F67078E9","Afbeelding van het door G. Bolhuis vervaardigde, beeld Moeder en Kind in het verhoogde plantsoen van de De Gasperilaan te Utrecht. Het kunstwerk stelt een staande vrouw voor met naast zich een jongetje (naakt), beide naar rechts kijkend, de vrouw met een handdoek over de opgeheven linker arm, de rechter hand op de linker schouder van het kind. Opmerking: Het beeld is op 18 maart 1965 geplaatst."
"4D1C5A38C702528BBE7CDA64033BFC7E","Afbeelding van de in 1980 geplaatste bronzen plastiek ""Meeuw""  met als voetstuk een paal, op het speelplein bij de zandbak achter de kleuterschool De Meeuw (Mesdaglaan 4) te Utrecht; het kunstwerk, voorstellend een meeuw met uitgestrekte vleugels,  neerstrijkend op een hardhouten paal van de kunstenaar T. Nusink; op de achtergrond het plantsone langs de Kromme Rijn met rechts flats aan de Rubenslaan en Ina Boudier-Bakkerlaan."
"4D78F7671A825A608FF4258133259520","Afbeelding van de aanleg van het kunstwerk Zeelandschap, ontworpen door David van de Kop, op het Smakkelaarsveld te Utrecht."
"4EEFB9B65BC1587A9075E3A5092EB5CD","Afbeelding van het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten, bij het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht. Opmerking: Fotonummer Hulskamp 23637<ZR>Literatuur: De Schakel, nr. 71, mei 1971, blz. 14-15, Bibl. HUA LIV C 47."
"4F08E68BE29D5CD5A631FEEA17CE1641","Afbeelding van de plastiek Compositie bij het Centraal Militair Hospitaal (Joseph Haydnlaan 2) te Utrecht,         met een gedeelte van de sokkel, uit het zuidzuidoosten, links een deel van gebouw  A, rechts een deel van de bezoekerskantine; het kunstwerk voorstellend een gestileerde passer en pincet op een bol, symboliserend de samenwerking tussen genie en medische dienst binnen de volmaakte vorm van het hospitaal, is onthuld 2 april 1965."
"4F2330DDA6AC5965876B4583E05A7EC5","Afbeelding van het graffiti-kunstwerk ""A.S.W."" van Jan en Robert, op de poortdeur naast het pand Amsterdamsestraatweg 227bis te Utrecht."
"4F4250B95F715FB1B74A42DAB79832A9","Gezicht op de toegang van de Jaarbeurs (Croeselaan) te Utrecht, kort voor het bezoek van paus Johannes Paulus II, met op de voorgrond een deel van het kunstwerk ""No. 45"" van André Volten bij de hoofdingang."
"50162E8239A1505E9E3F202A5EC307E5","Afbeelding van het publiek tijdens de bijeenkomst voor de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"507480832B7B5952A3C1E70A48456797","Afbeelding van het beeldhouwwerk bestemd voor het timpaan van het Stadhuis te Utrecht in het atelier van de beeldhouwer Pieter d'Hont (bolwerk Manenburg, Wijde Doelen 27). De figuren op het kunstwerk stellen van links naar rechts voor: Gerechtigheid, Waakzamheid, Gezag, Voorzichtig Beleid en Geloof. Opmerking: Lit.: <ZR>-Beelden in de Stad. Utrecht, 50 jaar kunst in de openbare ruimte, (Utrecht 1998), 154-155.<ZR>-De Schakel, 15 september 1956, p.11."
"51A991D4AF635737904455D72EBA6E8D","Interieur van een gebouw van Gasbedrijf Centraal Nederland (Atoomweg 50) te Utrecht: wanddekoratie met de uitbeelding van electriciteit tegen een muur. Opmerking: Het kunstwerk is onthuld bij de viering van het 25-jarig bestaan van het bedrijf."
"52D7EDFDD5F452F1A7BA3B06066E3780","Afbeelding van de plastiek ""Drie Gestalten"" in het middenplantsoen van de Joseph Haydnlaan te Utrecht, uit het zuidoosten; het kunstwerk, voorstellend drie vrijstaande geabstraheerde menselijke gedaanten  van de kunstenaar E. Dodeigne, is geplaatst 10 juli 1980. Opmerking: literatuurgegevens: zie ""De Timmerwerf"" 34e jrg. nr. 6, december 1981, p. 8."
"532D6794B5B05618BC1E6B2730F7792A","Afbeelding van het door Joop Hekman vervaardigde standbeeld van P.J. Troelstra bij het plantsoen aan de Draaiweg te Utrecht, met op de achtergrond de zijgevels van de flatgebouwen aan de Troelstralaan (links) en de Nolenslaan, met daarop twee kunstwerken van Studio Airport."
"5435601A371E5E78ABD832B3336572F1","Gezicht op het beeld Zich Oprichtende Vrouw op het Herderplein te Utrecht sokkel, van achteren en van beneden, het kunstwerk stelt een vrouw voor, die zich vanuit een knielende houding opricht, met de armen boven het hoofd gevouwen."
"544377BBB28451C9A4556AE208EAF52A","Afbeelding van de, door Dick Elfers in 1961 vervaardigde, wandsculptuur aan de wand van het grote binnenbad in het Zwembad Den Hommel (Kennedylaan 5) te Utrecht. Opmerking: Het in keramiek uitgevoerde kunstwerk, gevat in grote stukken brons, is vervaardigd door de Koninkljike Delfts Aardewerkfabriek De Porceleyne Fles te Delft.<ZR><ZR>Fotonummer 18052."
"5539DA8C98CC5B0592E6CDC36C3A407F","Afbeelding van het kunstwerk op een muur van het Hoofdbureau van Politie (Kroonstraat 25) te Utrecht; onder het kunstwerk een blok met de tekst: ""Wie zag niet elke dag / zijn eigen dode wenken""."
"553C3F6FD8345B14A06876BF95B12B3C","Gezicht op het in aanbouw zijnde ""kunstwerk 15"" te Amsterdam, vermoedelijk de fly-over van de sporen van het nieuwe Hemtunneltracé over het spoor richting de Westhaven, nabij de werkplaats Zaanstraat van de N.S."
"562964CC6E7654C6822BC023A6AAC079","Gezicht op het kunstwerk Het Verzonken Schip aan de Euclideslaan te Utrecht. Op de achtergrond enkele kantoorgebouwen. Opmerking: naam kunstenaar: Karin Daan<ZR>datum plaatsing: 1993<ZR>gebruikt materiaal: water, steen, beton"
"565FAF1B7F245A849B367900231245BB","Afbeelding van een van de vier wandsculpturen van de kunstenaar Lex Horn tegen een baksteenmuur in het gebouw van de J.F. Kennedyschool aan de Teun de Jagerdreef 5 te Utrecht; kunstwerk met een symbolische voorstelling van geloof, hoop en liefde."
"5893137918FE57088AAC7C216D3630DF","Afbeelding van het evenement ""Kunst on the spot"" in het voormalige Hoofdpostkantoor (Neude 11) te Utrecht ter gelegenheid van de Culturele Zondag met als thema ""The Battle"", waarbij kunstenaars van verschillende disciplines binnen vijf uur een kunstwerk moesten maken. Opmerking: De afbeelding maakt deel uit van een serie foto's van Aad van der Tas over de Culturele Zondagen in Utrecht in 2015. (zie cat. nrs. 830829 t/m 830869)."
"5A371224F9105853B592E0483E67F9CA","Afbeelding van de kunstenaar Pieter d'Hont werkend aan een kunstwerk in zijn atelier (Wijde Doelen 27) te Utrecht."
"5B85800B79F15D6493628A8E295FB9C8","Luchtfoto van het kunstwerk ""Het Tapijt"" op de Amerhof te Utrecht, uit het zuidwesten; rechts de Jutfaseweg en de Vaartsche Rijn. Opmerking: naam kunstenaar: Hamid Oujaha<ZR>datum plaatsing: 1994<ZR>materiaal: baksteen in diverse kleuren<ZR>literatuur: NRC Handelsblad, 7 maart 1994. Het plein is ingericht bij een stadsvernieuwingsproject door de kunstenaar Hans van Houwelingen."
"5D36D88F11BA5E1794A0ED916F830F6B","Collage van gezichten te Utrecht:<ZR>- Domtoren;<ZR>- Oudegracht bij de Bakkerbrug;<ZR>- standbeeld Jan van Nassau (Domplein);<ZR>- kunstwerk bij de ingang van de Koninklijke Nederlandse Jaarbeurs (Veemarktplein)."
"5D4B101A89FB5A4A9D23F12ADAA682A7","Afbeelding van een gedeelte van het graffiti-kunstwerk met o.a. de Utrechtse kabouter (KBTR), op de bouwschutting bij het in aanbouw zijnde Muziekpaleis (TivoliVredenburg) aan het Vredenburg te Utrecht."
"5DB58FEA84D259778EE010AED79DD293","Afbeelding van de wanddecoratie in het kantoor van het Gasbedrijf Centraal Nederland (Atoomweg 50) te Utrecht.<ZR><ZR>N.B. Het kunstwerk is geplaatst ter gelegenheid van het 25-jarig bestaan van het bedrijf."
"5E03F694395D5D3D9DAB6D598B6FA518","Gezicht op de rotonde in de Talmalaan te Utrecht ter hoogte van de Willem Dreeslaan (links) en de Samuel van Houtenstraat. Op de rotonde staan twee replica's van het door Joop Hekman gemaakte standbeeld van de politicus Pieter Jelles Troelstra (1860-1930), dat op de hoek van de Draaiweg en de Troelstralaan staat. De silhouetten zijn in een nieuw ontwerp geschilderd.<ZR><ZR>N.B. Het plaatsen van replica's van het standbeeld van Hekman in de vorm van een kunstwerk, is een initiatief van de Staatslieden Art Community. Deze replica's zijn gemaakt door de kunstenaar Paul Balk."
"5E46AF4B3DC5576389A2ADD43CAEF238","Afbeelding van het kunstwerk UFO van Marc Ruygrok tegen het kantoorgebouw De Inktpot van ProRail (Moreelsepark 3, voormalig 3e Administratiegebouw van de Nederlandse Spoorwegen, HGB III) te Utrecht.<ZR><ZR>N.B. Het kunstwerk is gerealiseerd in het kader van de tijdelijke kunstmanifestatie Panorama 2000 en is vervolgens door de nederlandse Spoorwegen aangekocht. Opmerking: Fotonummer: 33982."
"5EDE129AB6CE52AAA3E4DD87AF01631E","Gezicht op het kunstwerk ""Jacht"" van de kunstenaar J. Sierhuis op de aan de Wijde begijnestraat gelegen zijgevel van het pand Voorstraat 80 te Utrecht, met rechts het kraakpand ACU (Voorstraat 71). Opmerking: De foto is in een inzending geweest voor de fotowedstrijd ""Leefmilieu"", uitgeschreven door de Adviesraad voor het Milieu van de gemeente Utrecht, ca. 1980."
"5F93EFED1A9651848FBEA924B78DD4F5","Interieur van de monsterkamer van de Kunstwerkplaats van Cuypers & Co. te Roermond, op het Jaarbeursterrein aan het Vredenburg te Utrecht, tijdens de tweede Jaarbeurs. Opmerking: De afbeelding is afkomstig uit het tijdschrift Panorama uit 1918.<ZR>De tweede jaarbeurs werd van 25 februari tot 9 maart 1918 gehouden.<ZR>De afbeelding bevindt zich op een blad met 12 foto's."
"60932A0BE329582FB024125F4ABC5547","Detail van het graffitikunstwerk 'Utrecht' op de zijgevel van het pand Amsterdamsestraatweg 196, in de Dirkje Mariastraat te Utrecht."
"61300CDA09BE579FA4552DB7B0E9B75D","Afbeelding van de door A.W.M. Odé vervaardigde buste van Johan Wagenaar aan de Johan Wagenaarkade te Utrecht. Opmerking: Nadere info kunstwerk: www.kunstwacht.nl/publiek/utrecht/kunstwerk/651/"
"613847964FEE5762BEDE042E5F2707B0","Gezicht op de voor- en linker zijgevel van de brandweerkazerne en hoofdwacht ""Burgemeester de Ranitz"" (Vliegend Hertlaan 15) te Utrecht, vanuit het noordwesten. Op de voorgrond het kunstwerk van de kunstenaar P.A.M. Slegers."
"623A26CCDC5F5643B8D5B7DEFDDD8D54","Afbeelding van het kunstwerk van de Zeeuwse kunstenaar Nico van den Boezem aan de Kalisbrug bij de Vismarkt te Utrecht, in het kader van de kunstmanifestatie ""Het Circuit"". Opmerking: Zie ook Utrechts Nieuwsblad, vrijdag 1 augustus 1986, blz. 9: ""Apparaat in water betekent niets""."
"62795B0F96035818985D74BAE97D63F3","Gezicht op het beeld ""Drinkend Paard"" van de kunstenaar Tom Claassen (Breda) op het plein de Plantage te Utrecht. Het kunstwerk herinnert aan de voormalige bestemming  van het terrein als slachthuis (Amsterdamsestraatweg 283). Rechts een gedeelte van een flatgebouw aan de plantage. Opmerking: Het beeld is geplaatst op 22 april 1996.<ZR>Lit.: Utrechts Nieuwsblad, 23 april 1996, p.13."
"62A3352B3A205060A2D3B2B59203CC83","Afbeelding van een bloemperk met molen in het Radboudkwartier in het winkelcentrum Hoog Catharijne te Utrecht; links het, door S. Tajiri vervaardigde, kunstwerk Knoop."
"039B8DBEAA1D5603AED99A2BC89538A6","Afbeelding van een maquette voor een mogelijk te realiseren kunstwerk in de wijk Overvecht te Utrecht."
"0899ED517AC45544B0F9BB0B1392026F","Afbeelding van het beeld Sappho in het Hogelandsepark te Utrecht; het kunstwerk stelt de Griekse dichteres Sappho (c. 600 v. Chr., Lesbos) voor, zittend met een omhooggeheven kithara op de rechterknie. Opmerking: Afdruk van dia, 2000"
"0C09C6ABCDDD5AC5AE785592D540F144","Gezicht op een gedeelte van de muur rond het binnenterrein van Paushuize (Kromme Nieuwegeracht 49) te Utrecht; met de tekst uit brooddeeg, tijdens de Nachtregels. Opmerking: N.B.  Dit kunstwerk in de lichtkunstmanifestatie Nachtregels is vervaardigd door de kunstenaar Lucebert."
"9CD3D1877586556282425312E3678C55","Afbeelding van het storten van een van de zijliggers op het in aanbouw zijnde viaduct ('kunstwerk V') van de omgelegde Heicopperkade over de rijksweg Utrecht-Den Bosch te Oudenrijn. Opmerking: De foto bevindt zich in het archief van Rijkswaterstaat in Utrecht 1811-1972, toegangsnummer 248, inv.nr. 1320."
"B0179A7E930353A8801F9119B5B3E6DC","Afbeelding van het model van de, door F.M.G.H. Gast vervaardigde, plastiek De Wonderbare Visvangst.<ZR><ZR>N.B. Het kunstwerk stelt, enigszins geabstraheerd, de vissersboot voor waarop zeven mannen diep voorovergebogen hun netten binnenhalen en is geplaatst in het plantsoen bij de Kromme Rijn te Utrecht. Opmerking: De fotograaf, A.F.S.J. Hulskamp, fotografeerde o.a. veel in opdracht van de Dienst Bouw- en Woningtoezicht van de Gemeente Utrecht.<ZR><ZR>Fotonummer 16538."
"B30A5084843353E68ED1E78A0E43F7E8","Afbeelding van het kunstwerk bij de entree van het Holland Casino (Overste Den Oudenlaan 2) te Utrecht."
"BA76F832092256DF88432674DF89EC3F","Afbeelding van een onbekend kunstwerk in een onbekend N.S.-station."
"BC2680A620A75DCD97227C928A640286","Afbeelding van de plastiek Twee spelende Figuren, door J. van Luyn, op de Hammarskjöldhof te Utrecht, met op de achtergrond de meubeltoonzaal Leolux (Hammarskjöldhof 28); het kunstwerk stelt een staande jongen voor die een meisje op zijn rug draagt, met zijn armen om haar benen gehaakt."
"CEC34601379F5D28970510210679D4FF","Gezicht de wapening van een van de zijliggers van het in aanbouw zijnde viaduct ('kunstwerk V') van de omgelegde Heicopperkade over de rijksweg Utrecht-Den Bosch te Oudenrijn. Opmerking: De foto bevindt zich in het archief van Rijkswaterstaat in Utrecht 1811-1972, toegangsnummer 248, inv.nr. 1320."
"CF7B925264C9586C92949A5FD37CE5C1","Afbeelding van het model van de, door F.M.G.H. Gast vervaardigde, plastiek De Wonderbare Visvangst.<ZR><ZR>N.B. Het kunstwerk stelt, enigszins geabstraheerd, de vissersboot voor waarop zeven mannen diep voorovergebogen hun netten binnenhalen en is geplaatst in het plantsoen bij de Kromme Rijn te Utrecht. Opmerking: De fotograaf, A.F.S.J. Hulskamp, fotografeerde o.a. veel in opdracht van de Dienst Bouw- en Woningtoezicht van de Gemeente Utrecht.<ZR><ZR>Fotonummer 16537."
"D5842221B2515F30BA3E1DE4A516AE2A","Gezicht op het beeldhouwwerk bestemd voor het timpaan van het stadhuis, in het atelier van de beeldhouwer Pieter d'Hont, bolwerk Manenburg (Wijde Doelen 27). Het figuren op het kunstwerk stellen van links naar rechts voor Gerechtigheid, Waakzamheid, Gezag, Voorzichtig Beleid en Geloof. Opmerking: Lit.:<ZR>*Beelden in de Stad. Utrecht, 50 jaar kunst in de openbare ruimte, (Utrecht 1998), 154-155.<ZR>*De Schakel, 15 september 1956, p.11."
"D81584A831505F3E9AD0AD8B68E4888C","Afbeelding van een onbekend kunstwerk in een onbekend N.S.-station."
"F3A6B4E20CDB52A6A66CF297489C8417","Gezicht op het in aanbouw zijnde viaduct ('kunstwerk V') van de omgelegde Heicopperkade over de rijksweg Utrecht-Den Bosch te Oudenrijn, met de wapening van de zijliggers en het rijdek. Opmerking: De foto bevindt zich in het archief van Rijkswaterstaat in Utrecht 1811-1972, toegangsnummer 248, inv.nr. 1320."
"630EAF2C1F4B6B2DE0534701000AE1E2","Interieur van de Gemeentelijke Sociale Werkplaats (Wilhelminalaan) te Utrecht: kantine met het, door Lex Metz vervaardigde, kunstwerk in glas-appliqué. Opmerking: Fotonummer 17521.<ZR><ZR>Litt. Bibl.HUA XIX F 9, De Timmerwerf, april 1964, blz. 1-5."
"630EAF2CC6CA6B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk uit 2017 op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht. <ZR><ZR>N.B. Het terrein staat ook bekend als 'de grindbak' of 'de graffitiwerkplaats'."
"630EAF2CC6CD6B2DE0534701000AE1E2","Afbeelding van twee graffitikunstwerken uit 2017, op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht. <ZR><ZR>"
"630EAF2CC6D06B2DE0534701000AE1E2","Afbeelding van een reeks graffitikunstwerken uit 2017, op een muur langs het skatepark De Yard 2.0 op het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht.<ZR><ZR>N.B. Het skatepark kan nauwelijks gebruikt worden vanwege constante wateroverlast."
"630EAF2CC6D16B2DE0534701000AE1E2","Afbeelding van een enkele graffitikunstwerken uit 2017, op een muur langs het skatepark De Yard 2.0 op het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht.<ZR><ZR>N.B. Het skatepark kan nauwelijks gebruikt worden vanwege constante wateroverlast."
"630EAF2CC6D26B2DE0534701000AE1E2","Afbeelding van o.a. een graffitikunstwerk met insecten in blauwtinten uit 2017, op een muur langs het skatepark De Yard 2.0 op het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht.<ZR><ZR>N.B. Het skatepark kan nauwelijks gebruikt worden vanwege constante wateroverlast."
"630EAF2CC6D36B2DE0534701000AE1E2","Afbeelding van het graffitikunstwerk 'Daisy' van 'Jan is de Man' uit 2017, op een muur langs het skatepark De Yard 2.0 op het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht.<ZR><ZR>N.B. Het skatepark kan nauwelijks gebruikt worden vanwege constante wateroverlast."
"630EAF2CC6DB6B2DE0534701000AE1E2","Afbeelding van het graffitikunstwerk 'DRONE', op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6DC6B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk uit 2017, op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6DD6B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk met de gestileerde tekst 'BEAPS' uit 2017, op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6DE6B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk uit 2017, op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6DF6B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk van 'Jan is de Man' met de tekst 'tattoos' uit 2017, op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6E16B2DE0534701000AE1E2","Afbeelding van enkele graffitikunstwerken met o.a. een Utrechtse kabouter (KBTR), bij de uitgang van het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6E26B2DE0534701000AE1E2","Afbeelding van een 'kunstwerk' bestaande uit verfspuitbussen gestoken op betonijzer, bij de uitgang van het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6E56B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk met o.a. de tekst 'Mr. Jack Son' uit 2017, bij de uitgang van het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht."
"630EAF2CC6E66B2DE0534701000AE1E2","Afbeelding van een graffitikunstwerk met o.a. de teksten 'STEEN', 'NEVER BE CLEVER' en 'KK'  uit 2017, bij de uitgang van het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht.<ZR><ZR>N.B. ""STEEN"" is de Utrechtse rapper Stijn Kosterman en ""KK"" is de ontwerper van de Utrechtse kabouter."
"630EAF2CC78F6B2DE0534701000AE1E2","Gezicht op het kunstwerk ""No. 45"" van André Volten bij de ingang van de Jaarbeurs (Croeselaan) te Utrecht."
"63F347FB93165C06ABB6CFEC33357BAD","Gezicht op het Smakkelaarsveld te Utrecht, met de keramische objecten van het kunstwerk ""Zeelandschap"" van David van de Kop. Op de achtergrond het Gildenkwartier van het kantoor- en winkelcentrum Hoog Catharijne. Opmerking: De foto is gemaakt voor de website www.bouwpututrecht.nl"
"64FCC1D96FD35FE19C9D14B45042DC12","Afbeelding van een gedeelte van het kunstwerk Zeelandschap van David van de Kop op het Leidseveer te Utrecht, met de protestleus ""Stop Cityvorming!"". Op de achtergrond het kantoorgebouw Smakkelaarsburcht."
"6515546B01125BD5B461D1C4D48E72F1","Afbeelding van het kunstwerk ""Compositie"" op het schoolplein van de Protestant Christelijke pedagogische academie Jan van Nassau (Vogelsanglaan 1) te Utrecht. Opmerking: naam kunstenaar: H. Perri<ZR>datum plaatsing: 1976<ZR>materiaal: aluminium"
"665F20D02BEE5234BCC9160CF95E39E9","Afbeelding van de gezandstraalde ramen met een mythologische voorstelling in het directiekantoor van Kamps Quality Bakeries (Hogenoord 1) te Utrecht.<ZR><ZR>N.B. De ramen zijn ontworpen door A.D. Copier voorstellende Hades die Persephone ontvoert met daaronder een boer die zijn land ploegt. Ze zijn uitgevoerd door G. Dix van de Stichtsche Glashandel en geschonken door het personeel van Brood- en Banketbakkerij de Lubro bij het 40-jarig bestaan van de bakkerij in 1949. Het kunstwerk maakt inmiddels deel uit van de collectie van het Nederlands Volksbuurtmuseum (Waterstraat 27-29, Utrecht).<ZR><ZR>Lit.: ""Copier Compleet"", Joan Temminck en Laurens Geurtz (Nai-uitgevers, 2011). Opmerking: De afbeelding is onderdeel van een serie foto's gemaakt tijdens de ontmanteling van de bakkerij (voorheen ""De Lubro"") in mei-juni 2005."
"66A39A3901615A3B8D720FD85CEFB2DF","Afbeelding van de, door W. Blees in 1960 vervaardigde, wandplastiek Gashond in het kantoor van het gasbedrijf Centraal Nederland (Atoomweg 52) te Utrecht.<ZR><ZR>N.B. Het kunstwerk werd door het personeel op 2 juni 1960 aan de directie aangeboden i.v.m. de opening van het conversiebedrijf.<ZR>Het adres Atoomweg 52 is ca. 1980 gewijzigd in Atoomweg 50. Opmerking: De fotograaf, A.F.S.J. Hulskamp, fotografeerde o.a. veel in opdracht van de Dienst Bouw- en Woningtoezicht van de Gemeente Utrecht.<ZR><ZR>Fotonummer 14731.<ZR><ZR>De afbeelding is gepubliceerd in Bibl. HUA K 1998 14, 25 jaar GCN, blz. 63."
"66F3799E4CC65882A2E92D14127BCF52","Afbeelding van een zilveren beker, thans berustende in het St.Eloyengasthuis (Boterstraat 22) te Utrecht. Opmerking: Lit. W. Vogelzang, Inventaris (typoscript) van kunstwerken en oudheden in het St. Eloyengasthuis, 1918, p.2. (Bibl. HUA LXVI A 180)"
"692DF8B6BAA9EC5CE0534701000A1D68","Afbeelding van het lichtkunstwerk van Titus Nolte in een venster van de Janskerk (Janskerkhof) te Utrecht in het kader van de lichtkunstmanifestatie “Nachtregels”. Het kunstwerk wordt verpest door een steiger die er voor geplaatst is.<ZR>Zie ook het Utrechts Nieuwsblad, donderdag 16 mei 1991, blz. 15: “Er zijn avonden geweest waarop álles het deed”."
"6963CC7ED68757F780A1ECEA07FAF1DF","Gezicht op de kantoorgebouwen aan de Euclideslaan in het kantorenpark Rijnsweerd te Utrecht bij nacht; in het midden het kunstwerk het Verzonken Schip. Opmerking: Negatiefnummer: G 3:6."
"69DEE0851DD154448016FA96774667F1","Interieur van de Edelsmederij Brom (Drift 15) te Utrecht: toonkamer. Opmerking: De afbeelding bevindt zich in Bibl.HUA, LXIV F 49, F.W., De kunstwerkplaatsen van Brom te Utrecht, blz. 4 (overdruk van het Geïllustreerd Zondagsblad, 1910)."
"6A8A6F1DBE7E55E6AA9605F4CA9CE392","Afbeelding van het kunstwerk Liggende Vrouw in het Park Oog in Al te Utrecht. Opmerking: Afdruk afkomstig uit archief DOW<ZR><ZR>Naam kunstenaar: Han Wezelaar<ZR>datum plaatsing:  1972<ZR>gebruikt materiaal:  brons<ZR>literatuurgegevens: Bibl.HUA P 100, Fonds Stadsvernieuwing, Beelden in de stad, 1998<ZR><ZR>Fotonummer 19722"
"6A953F2D58DB57F7901EF2D39E6E663E","Afbeelding van het beeld Meisje met Lam, met de sokkel, op het bordes bij de ingang van de Jan Willem Gunningschool (Burgemeester Fockema Andreaelaan 9-11) te Utrecht, uit het noorden; het kunstwerk stelt een staand meisje voor dat met beide handen een lam voor haar borst draagt."
